#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
occupation,job,0.683,0.031,24,238,0,4.77E-09
occupation,money,0.014,0,24,265,14.034497,14.42731055
occupation,teacher,0.014,0,24,80,14.920696,20.0994821
occupation,work,0.11,0,24,760,1.560803,9.674541511
ocean,beach,0.079,0.073,34,61,18.15541,18.01578879
ocean,blue,0.018,0,34,143,16.215866,17.25364874
ocean,breeze,0.024,0,34,14,18.177522,20.40189921
ocean,depth,0.012,0.118,34,53,16.70453,16.10826675
ocean,freedom,0.012,0,34,128,17.157073,17.33236296
ocean,lake,0.012,0.024,34,54,5.525778,5.605719257
ocean,salt,0.036,0.024,34,46,17.056987,19.7400805
ocean,sand,0.012,0.016,34,28,17.551866,18.60072239
ocean,sea,0.291,0.456,34,95,0,6.444345403
ocean,shore,0.012,0.088,34,61,17.170624,17.14629022
ocean,surf,0.018,0.085,34,1,22.342375,22.0818863
ocean,water,0.218,0.022,34,442,3.019214,3.113908546
ocean,wave,0.061,0.297,34,46,16.924483,19.0762037
octopus,arms,0.153,0,1,121,19.788266,21.20329235
octopus,creature,0.02,0,1,15,8.804444,17.42961883
octopus,eight,0.122,0.021,1,104,23.150828,23.59843047
octopus,fish,0.092,0,1,35,11.278662,12.08290737
octopus,ocean,0.051,0,1,34,21.877051,21.57113685
octopus,sea,0.102,0,1,95,22.251396,21.78766516
octopus,squid,0.122,0.276,1,0,3.786086,10.61883644
odds,bet,0.013,0,14,20,21.077481,23.00261163
odds,chance,0.033,0,14,131,18.435898,17.3511732
odor,deodorant,0.017,0.095,14,2,23.571008,23.25107299
odor,skunk,0.017,0.047,14,1,19.357336,20.91569808
odor,stench,0.017,0.097,14,1,2.560131,2.564949357
offense,crime,0.033,0,8,34,3.111407,3.081254447
offense,defense,0.638,0.297,8,167,6.811108,6.629082501
offense,football,0.132,0,8,36,13.444836,23.20377628
offense,jail,0.013,0,8,21,20.15154,21.47558961
offense,police,0.013,0,8,155,12.372563,19.51877662
office,assistant,0.021,0,255,36,13.275981,13.11703282
office,building,0.076,0.042,255,160,6.528182,17.8273914
office,business,0.028,0.035,255,392,1.195149,1.200446385
office,clerk,0.014,0.04,255,34,16.688362,17.05327201
office,desk,0.174,0.014,255,65,13.331556,13.29062687
office,doctor,0.014,0.01,255,100,10.02838,18.28369618
office,executive,0.021,0,255,50,10.174182,14.51370303
office,paper,0.014,0,255,157,5.430887,18.32605145
office,place,0.021,0,255,571,0,4.77E-09
office,principal,0.021,0.014,255,92,14.285714,15.63605131
office,room,0.028,0,255,383,5.795925,15.1918319
office,school,0.014,0,255,492,5.899392,8.835166348
office,secretary,0.056,0.075,255,191,13.86751,16.46510877
office,space,0.021,0,255,184,13.245384,17.81454325
office,telephone,0.014,0,255,76,12.927078,12.83333669
office,typewriter,0.014,0,255,10,15.233685,20.19240605
office,work,0.132,0.02,255,760,1.967683,2.756760937
officer,army,0.014,0,101,132,16.153262,15.89305902
officer,authority,0.014,0,101,93,9.393993,11.61443569
officer,captain,0.02,0,101,85,0.706732,1.806648082
officer,cop,0.081,0.054,101,15,1.759749,1.777089279
officer,gentleman,0.081,0,101,28,4.291201,14.24936363
officer,green,0.014,0,101,116,11.233305,17.6046508
officer,jail,0.014,0,101,21,15.276971,16.70201708
officer,law,0.054,0,101,299,15.077498,16.54094556
officer,navy,0.02,0,101,37,17.583963,17.28892283
officer,police,0.466,0.031,101,155,15.329194,16.54094556
officer,ticket,0.014,0,101,16,16.327863,17.47429427
officer,uniform,0.014,0,101,51,14.498847,17.1223708
oil,car,0.176,0,93,274,13.092947,13.51585061
oil,dirt,0.014,0,93,43,7.570195,10.45890582
oil,engine,0.02,0.011,93,50,14.658673,15.46862185
oil,gas,0.135,0.071,93,98,9.529164,12.55811595
oil,grease,0.101,0.311,93,9,2.504709,2.590267165
oil,motor,0.014,0.02,93,56,14.300832,18.65360532
oil,vinegar,0.014,0.363,93,9,13.395488,14.72181784
oil,well,0.014,0,93,897,13.301941,15.80447653
ointment,cream,0.13,0,3,20,0,4.77E-09
ointment,cure,0.039,0,3,28,2.599834,2.388762789
ointment,cut,0.032,0,3,192,16.078204,17.44229111
ointment,injury,0.013,0,3,27,19.764799,19.47625111
ointment,jelly,0.013,0,3,3,22.891153,22.64786643
ointment,medicine,0.156,0,3,30,4.405306,4.271793154
ointment,oil,0.026,0,3,93,16.908458,20.21174994
ointment,pain,0.019,0,3,88,16.723247,19.98056205
ointment,rash,0.013,0,3,1,25.292764,24.6345224
ointment,wound,0.013,0,3,28,20.777494,22.74883111
okay,approval,0.015,0.059,20,51,5.856893,20.27084491
okay,fine,0.131,0.042,20,161,15.872512,20.70403456
oligarchy,confusion,0.02,0,0,44,24.282453,23.46641232
oligarchy,government,0.073,0,0,417,14.938305,14.48682968
oligarchy,king,0.04,0,0,88,23.391813,24.65751192
oligarchy,monarchy,0.066,0.026,0,0,7.520663,6.942516151
oligarchy,person,0.013,0,0,175,17.909913,17.67582787
oligarchy,queen,0.013,0,0,41,25.028157,25.12287517
oligarchy,story,0.013,0,0,153,22.638776,22.55508086
olive,branch,0.054,0,5,33,9.512485,9.752238286
olive,color,0.014,0,5,141,6.065274,20.1003357
olive,food,0.054,0,5,147,8.583765,17.31401897
olive,greek,0.014,0,5,61,17.958803,20.20560598
olive,green,0.108,0,5,116,7.65603,7.499115069
olive,oil,0.358,0,5,93,12.392956,20.45565698
olive,pickle,0.014,0,5,1,2.485238,2.434344083
olive,pit,0.027,0.014,5,14,13.540961,13.60396995
olive,salad,0.054,0,5,9,16.041322,22.49186218
olive,tree,0.034,0,5,59,5.485614,18.38427239
olive,vegetable,0.02,0,5,10,12.739178,19.49612991
olive,wine,0.014,0,5,72,8.439673,8.185913022
olympics,athlete,0.087,0,2,9,19.536592,19.17083506
olympics,competition,0.033,0,2,63,6.230491,6.273254294
olympics,gold,0.067,0,2,52,23.779516,23.5903983
olympics,pool,0.013,0,2,111,22.346868,22.48514147
olympics,torch,0.02,0.053,2,2,25.1756,25.89298339
omelet,breakfast,0.029,0,3,53,14.766904,10.38077963
omelet,cheese,0.071,0,3,9,15.663424,12.35522708
omelet,food,0.043,0,3,147,8.583765,11.22900089
onion,food,0.02,0,15,147,5.308504,15.97028422
onion,garlic,0.081,0.075,15,4,3.493059,3.743861589
onion,green,0.014,0,15,116,4.124953,4.34473085
onion,hamburger,0.02,0,15,10,11.38615,11.37733767
onion,odor,0.014,0,15,14,21.466598,21.42248811
onion,peel,0.02,0,15,3,16.501378,9.725065967
onion,pepper,0.047,0,15,13,5.936515,11.94980881
onion,salad,0.014,0,15,9,18.066521,21.33918267
onion,spice,0.034,0,15,4,17.963964,16.22452255
oodles,amount,0.013,0,0,172,7.555723,12.82041137
oodles,lots,0.292,0,0,42,0,4.77E-09
opener,beginning,0.013,0,6,164,5.969009,6.062854543
opener,bottle,0.013,0.02,6,76,14.760583,14.65123544
opening,beginning,0.021,0,34,164,2.329059,2.44671449
opening,door,0.093,0.028,34,312,2.266479,2.343005452
opening,entrance,0.014,0.027,34,57,1.789956,1.835463903
opening,hole,0.1,0,34,58,1.393449,19.39808044
opening,job,0.014,0,34,238,6.49494,16.72995687
opening,light,0.014,0,34,333,6.399263,18.68524204
opening,night,0.014,0,34,411,10.941757,16.26978133
opening,store,0.014,0,34,74,10.625412,17.27984022
opera,lady,0.021,0,47,80,18.023864,17.89070762
opera,music,0.062,0,47,216,5.085022,18.75132664
opera,noise,0.014,0,47,37,18.6303,21.28941449
opera,phantom,0.028,0.236,47,2,20.58079,22.67570885
opera,singer,0.16,0.045,47,10,15.620119,18.01950742
opera,song,0.028,0,47,70,10.163531,19.96541757
opera,tenor,0.021,0.02,47,6,18.2342,17.76959846
opera,voice,0.021,0,47,226,7.153076,19.69548076
operation,blood,0.061,0,113,121,11.005701,18.2361733
operation,cut,0.034,0,113,192,4.942274,12.68030844
operation,doctor,0.101,0,113,100,10.298343,16.43172867
operation,heart,0.027,0,113,173,6.893984,17.66960303
operation,hospital,0.061,0,113,110,13.779039,18.92131479
operation,knife,0.02,0,113,76,14.413999,16.7780532
operation,needle,0.02,0,113,15,14.648795,18.43951422
operation,pain,0.068,0,113,88,5.284909,18.34598817
operation,room,0.014,0,113,383,9.800367,17.14507856
operation,surgeon,0.027,0.099,113,11,15.901538,19.45644848
operation,surgery,0.196,0.158,113,6,0,4.77E-09
operation,table,0.014,0,113,198,12.540757,14.90563583
operator,dial,0.014,0,49,1,21.251275,23.16121666
operator,driver,0.041,0,49,79,1.177446,1.090769111
operator,machine,0.02,0,49,103,13.523199,18.27122004
operator,phone,0.351,0,49,54,13.45207,18.35559615
operator,telephone,0.25,0.021,49,76,16.418744,16.85896758
operator,worker,0.034,0,49,30,8.637443,10.24648374
opinion,advice,0.02,0.041,96,51,8.525803,8.177250691
opinion,belief,0.041,0,96,64,0,4.77E-09
opinion,bias,0.01,0.13,96,8,12.134008,16.1309158
opinion,choice,0.041,0.036,96,113,8.535628,8.887033364
opinion,fact,0.122,0.077,96,447,7.636036,7.279917873
opinion,feeling,0.051,0,96,172,0,4.77E-09
opinion,idea,0.097,0.031,96,195,2.139628,2.007424143
opinion,mind,0.015,0,96,325,1.227075,1.201736403
opinion,mine,0.056,0,96,59,17.039258,18.42831311
opinion,person,0.01,0,96,175,9.486046,18.00481394
opinion,reason,0.026,0,96,241,8.198536,18.13135761
opinion,snob,0.01,0,96,1,20.703076,20.978859
opinion,thought,0.143,0,96,442,0,4.77E-09
opinion,truth,0.01,0,96,126,9.264578,16.07148277
opinion,view,0.046,0.055,96,186,0,4.77E-09
opponent,adversary,0.027,0.132,13,5,0,4.77E-09
opponent,challenge,0.047,0,13,36,19.275622,21.09422206
opponent,competition,0.013,0,13,63,6.969612,7.74246384
opponent,danger,0.013,0,13,70,13.274043,18.67674391
opponent,enemy,0.273,0.02,13,88,0.213829,0.241162057
opponent,foe,0.08,0,13,8,0.213829,0.241162057
opponent,game,0.073,0,13,123,13.649641,14.74820494
opponent,loser,0.013,0,13,1,12.260461,12.80505887
opponent,player,0.027,0.014,13,51,4.763901,5.558215734
opponent,team,0.06,0,13,83,16.800511,16.46793172
opportunity,career,0.014,0,121,67,15.682339,16.52801817
opportunity,chance,0.25,0.141,121,131,0,4.77E-09
opportunity,college,0.014,0,121,267,15.470536,15.17157677
opportunity,job,0.114,0,121,238,7.54438,15.29049681
opportunity,money,0.014,0,121,265,14.847369,15.22766623
opportunity,possibility,0.014,0.014,121,87,0.064821,0.074898305
opportunity,time,0.029,0,121,1599,12.243948,13.25153958
option,alternative,0.014,0.046,5,34,0,4.77E-09
option,chance,0.014,0.01,5,131,11.596489,16.38399133
option,choice,0.635,0.031,5,113,0,4.77E-09
option,decision,0.02,0,5,119,0.364654,0.327185551
option,opinion,0.02,0,5,96,6.181883,10.44106355
orange,bowl,0.031,0,23,23,16.555743,20.02033891
orange,citrus,0.031,0.432,23,1,0.860201,0.953104705
orange,color,0.02,0,23,141,3.68786,3.733408853
orange,florida,0.031,0.02,23,20,21.298801,21.2171203
orange,fruit,0.194,0.174,23,35,3.78666,21.71429768
orange,juice,0.235,0.655,23,11,18.087762,15.83984821
orange,lemon,0.02,0.09,23,18,2.261998,2.427506334
orange,red,0.031,0.024,23,197,5.399976,5.297955267
orange,tangerine,0.051,0.733,23,0,3.931822,3.401197382
orange,tree,0.061,0,23,59,3.817916,4.043051268
orange,yellow,0.02,0.02,23,55,6.14311,6.096127336
orchard,cherry,0.018,0,3,6,20.951184,21.56232622
orchard,field,0.018,0,3,274,6.830974,17.3821863
orchard,flower,0.152,0,3,23,17.360508,16.78741326
orchard,fruit,0.061,0,3,35,16.740604,16.19285166
orchard,grove,0.109,0.048,3,14,0,4.77E-09
orchard,orange,0.139,0,3,23,20.527137,20.17603186
orchard,peach,0.012,0,3,3,19.118631,22.03232985
orchard,plant,0.018,0,3,125,14.990481,14.44989691
orchard,tree,0.109,0,3,59,16.746211,16.13298059
orchestra,band,0.175,0,60,53,3.781319,4.145842666
orchestra,conductor,0.052,0.128,60,25,17.673465,18.57516028
orchestra,instrument,0.021,0,60,47,11.464209,17.52039063
orchestra,music,0.309,0,60,216,15.622559,19.24446527
orchestra,pit,0.041,0,60,14,19.988806,22.80376077
orchestra,symphony,0.093,0.477,60,33,1.000848,0.977534357
orchestra,violin,0.144,0.013,60,11,21.826913,21.55229972
orchid,flower,0.73,0,3,23,2.253978,1.949079724
orchid,plant,0.032,0,3,125,4.624106,4.286596077
orchid,purple,0.056,0,3,13,21.43393,20.6230655
orchid,tree,0.024,0,3,59,6.183757,5.762283527
order,chaos,0.029,0.02,376,17,12.244098,13.73563987
order,court,0.044,0,376,230,9.020223,11.05629719
order,food,0.096,0,376,147,11.296754,14.97213699
order,form,0.051,0,376,370,4.033234,5.282614336
order,heat,0.044,0,376,97,10.559105,12.24273578
order,law,0.044,0.186,376,299,5.782519,16.08867991
order,list,0.029,0.035,376,133,8.923472,17.85524636
order,meal,0.015,0,376,30,15.642843,19.36789508
order,mess,0.022,0,376,22,9.447688,13.89648064
order,organization,0.015,0.027,376,127,0.460936,0.509698228
order,restaurant,0.029,0,376,41,16.876498,17.37931641
order,waitress,0.022,0.026,376,2,20.168203,21.75941812
ore,coal,0.022,0,3,32,16.636997,13.9876289
ore,gold,0.081,0,3,52,16.962377,21.5889183
ore,iron,0.326,0.035,3,43,16.836151,14.11768203
ore,metal,0.037,0,3,61,10.722136,9.355983045
ore,mine,0.074,0,3,59,20.233085,20.49038218
ore,rock,0.051,0,3,75,9.85309,9.292863151
oregano,food,0.026,0,0,147,11.068681,9.201299627
oregano,garlic,0.013,0,0,4,11.938303,17.07773319
oregano,herb,0.013,0,0,7,5.700442,5.164785974
oregano,pepper,0.013,0,0,13,11.021956,15.08530302
oregano,sauce,0.02,0,0,20,9.153318,22.88079799
oregano,spice,0.487,0.021,0,4,10.527313,25.19991238
organ,body,0.085,0,26,276,6.524732,6.300586857
organ,church,0.028,0,26,348,11.821309,12.98316474
organ,donor,0.19,0.063,26,5,15.090923,16.91835714
organ,heart,0.155,0.048,26,173,2.563097,2.814198584
organ,instrument,0.021,0,26,47,3.810075,18.83967428
organ,kidney,0.014,0.082,26,6,5.596973,5.642497913
organ,music,0.049,0,26,216,8.322099,19.42578168
organ,piano,0.268,0.091,26,38,6.090765,6.102982383
organ,tissue,0.028,0.015,26,41,4.942787,4.788557132
organization,business,0.02,0,127,392,2.647092,7.405350205
organization,chaos,0.02,0,127,17,13.337601,16.5548769
organization,club,0.122,0.055,127,145,3.808407,3.823753875
organization,company,0.014,0,127,290,3.867634,4.597521965
organization,gang,0.014,0,127,22,5.492453,17.66680582
organization,group,0.197,0,127,390,1.347417,1.094918233
organization,mafia,0.027,0,127,0,12.199585,11.6939331
organization,mob,0.014,0,127,10,5.576903,8.749494125
organization,order,0.027,0.015,127,376,0.460936,0.509698228
organization,people,0.027,0,127,847,2.693095,4.904961362
organization,skill,0.02,0,127,42,10.73814,18.40354895
organization,sorority,0.014,0,127,1,10.042782,9.487871093
organization,team,0.014,0,127,83,3.353218,8.103491013
orient,asia,0.113,0.039,4,44,0.176842,0.189242
orient,china,0.14,0,4,69,7.20238,18.41094064
orient,food,0.013,0,4,147,12.278225,13.5137061
orient,japan,0.013,0,4,38,7.854719,19.07741957
orient,road,0.067,0,4,197,13.990319,14.23308071
orient,rug,0.02,0,4,13,17.753475,17.61180524
orient,train,0.02,0,4,82,5.920979,17.16997249
ornament,christmas,0.426,0,4,27,17.751269,17.78656538
ornament,decoration,0.095,0.034,4,8,0,4.77E-09
ornament,holiday,0.014,0,4,17,15.540257,15.04712887
ornament,hood,0.034,0,4,7,13.697692,13.46694946
ornament,thing,0.014,0,4,333,9.833519,9.511866961
ornament,tree,0.27,0,4,59,11.348806,11.02616647
orthodontist,dentist,0.142,0.051,9,12,0.975379,1.049822124
orthodontist,doctor,0.041,0,9,100,4.700596,16.60659886
orthodontist,drill,0.014,0,9,33,18.170255,20.19387564
orthodontist,pain,0.061,0,9,88,16.738363,16.87853258
orthodontist,teeth,0.419,0,9,103,22.035168,21.80936279
otter,animal,0.207,0,5,68,7.338157,7.482611482
otter,beaver,0.093,0.014,5,2,5.855932,6.148824358
otter,lake,0.02,0,5,54,12.690677,19.56274466
otter,mammal,0.013,0,5,1,6.580116,6.740814824
otter,ocean,0.013,0,5,34,20.411079,20.18484249
otter,river,0.027,0,5,165,18.299601,18.00547553
otter,sea,0.067,0,5,95,20.785267,20.4013708
otter,seal,0.107,0.042,5,17,4.43455,4.701905375
otter,stream,0.02,0,5,51,18.134339,17.8250744
otter,water,0.093,0,5,442,10.63694,17.07093394
otter,wood,0.013,0,5,55,10.653712,21.65713927
ounce,fluid,0.012,0.026,3,21,16.397206,19.02571683
ounce,gallon,0.018,0,3,6,17.51835,14.59982745
ounce,lid,0.012,0,3,19,19.714922,21.38721518
ounce,light,0.012,0,3,333,16.456571,21.0896183
ounce,liquid,0.012,0,3,48,18.47814,19.04082539
ounce,measure,0.061,0.014,3,91,10.495823,17.36742393
ounce,pint,0.073,0,3,13,17.957513,15.18761411
ounce,pot,0.067,0,3,33,16.482611,20.62388888
ounce,pound,0.533,0.115,3,28,5.2579,5.249340744
ounce,quart,0.012,0.016,3,3,19.245574,16.2862264
ounce,weight,0.061,0,3,91,4.877739,4.634728988
outcome,answer,0.014,0,26,152,7.705644,15.41298136
outcome,beginning,0.014,0,26,164,6.137454,6.070694073
outcome,conclusion,0.034,0,26,59,1.104872,1.042847737
outcome,end,0.31,0,26,410,2.168111,2.183543623
outcome,experience,0.014,0,26,276,5.982972,5.955189651
outcome,future,0.021,0,26,227,15.763174,15.53257238
outcome,income,0.021,0,26,109,13.666617,13.32026131
outfit,clothes,0.543,0,16,89,4.549342,7.804243384
outfit,costume,0.02,0.042,16,10,4.50416,4.837729714
outfit,dress,0.033,0,16,67,2.122791,2.136599956
outfit,money,0.013,0,16,265,19.172882,18.72483502
outfit,pants,0.013,0,16,9,6.769839,6.849206885
outfit,shirt,0.013,0,16,27,9.025434,9.041692117
outfit,suit,0.04,0.014,16,48,8.67235,8.535130892
outlaw,bandit,0.079,0.049,2,3,4.906627,4.753590191
outlaw,convict,0.021,0,2,6,5.199018,5.168560016
outlaw,cowboy,0.079,0,2,16,13.50749,14.31201459
outlaw,crime,0.029,0,2,34,15.543156,18.38700718
outlaw,crook,0.043,0,2,3,0,4.77E-09
outlaw,fugitive,0.043,0.088,2,3,4.906627,4.635807155
outlaw,gun,0.036,0,2,118,1.648525,12.32165268
outlaw,robber,0.043,0,2,2,4.665463,4.348125083
outlaw,sheriff,0.029,0,2,20,14.095227,14.10722018
outlaw,thief,0.05,0,2,8,1.056473,1.077289519
outlaw,train,0.014,0,2,82,11.377729,15.30675405
outlaw,villain,0.057,0,2,7,12.181603,12.06072279
outlaw,west,0.014,0,2,235,11.999328,16.63338059
outlet,cord,0.013,0,9,6,11.437852,12.78229178
outlet,electricity,0.164,0,9,26,17.602845,19.93652445
outlet,exit,0.02,0,9,7,0,4.77E-09
outlet,inlet,0.099,0.392,9,4,18.228217,18.97700548
outlet,light,0.026,0,9,333,11.327081,12.81907754
outlet,map,0.086,0,9,13,13.551605,19.54538405
outlet,plug,0.217,0.153,9,23,10.233739,17.42201604
outlet,power,0.02,0,9,342,13.009315,13.61376635
outlet,socket,0.053,0.022,9,3,4.524498,4.422778605
outlet,store,0.053,0,9,74,0.744471,0.698095236
outlet,wall,0.013,0,9,160,8.852143,16.16650809
outline,book,0.014,0,12,193,6.443174,17.65046918
outline,chapter,0.075,0,12,74,14.869888,14.45335625
outline,circle,0.014,0,12,60,11.093239,16.65971899
outline,class,0.014,0,12,207,13.723257,18.62596053
outline,draft,0.027,0,12,24,0,21.70514849
outline,essay,0.02,0,12,19,11.93588,12.63126439
outline,highlight,0.027,0.013,12,2,16.208244,23.20922588
outline,list,0.014,0,12,133,9.597574,20.11644624
outline,page,0.014,0,12,66,16.735001,19.02592511
outline,paper,0.109,0,12,157,13.16621,18.43554645
outline,plan,0.02,0,12,205,3.49982,4.201506733
outline,report,0.041,0,12,174,10.184336,12.69850134
outline,research,0.014,0,12,171,12.804917,19.03740601
outline,sketch,0.041,0,12,16,0,2.750278862
outline,study,0.014,0,12,246,8.823633,18.7187186
outline,synopsis,0.02,0,12,0,0,4.77E-09
outline,trace,0.02,0.041,12,23,0,22.00443374
outside,breeze,0.013,0,210,14,17.338234,19.51550842
outside,grass,0.02,0,210,53,15.578508,15.84054156
outside,inside,0.497,0.587,210,174,5.222887,8.38261557
outside,nature,0.013,0.031,210,191,15.616704,18.20660073
outside,park,0.013,0,210,94,11.085737,12.16175525
outside,playground,0.026,0,210,4,14.477647,15.61491237
outside,rain,0.013,0,210,70,17.173868,17.62112773
outside,sun,0.059,0,210,112,16.603297,17.07108139
outside,tree,0.072,0,210,59,14.348437,21.79199429
outside,yard,0.013,0.016,210,35,10.989615,11.01979252
oven,food,0.018,0,7,147,14.502001,15.30546557
oven,heat,0.042,0.014,7,97,16.686412,16.44181332
oven,microwave,0.012,0.309,7,2,7.582076,6.985757445
oven,stove,0.224,0.279,7,15,2.904604,2.663834734
overview,map,0.013,0,0,13,21.113973,20.08116714
overview,outline,0.053,0,0,12,7.912644,7.365399378
overview,plan,0.013,0,0,205,21.72449,20.79947862
overview,scene,0.04,0,0,106,19.952911,23.24539116
overview,synopsis,0.013,0.092,0,0,7.912644,7.365399378
owl,animal,0.014,0,2,68,6.645004,6.343177199
owl,bird,0.182,0,2,31,4.523045,4.258728418
owl,eyes,0.041,0,2,394,20.549071,19.87926823
owl,hawk,0.014,0,2,14,2.497995,2.404384436
owl,night,0.311,0,2,411,20.124774,19.7859605
owl,tree,0.041,0,2,59,14.402581,13.77992815
owner,boss,0.021,0,33,20,12.859752,15.72894592
owner,buyer,0.11,0,33,2,15.391245,16.18570432
owner,car,0.034,0,33,274,13.65859,15.69722937
owner,dog,0.014,0,33,75,12.380988,12.67190002
owner,employer,0.014,0,33,15,12.404947,13.62481177
owner,home,0.021,0,33,547,12.927413,12.84542695
owner,house,0.041,0,33,591,13.256622,15.57139885
owner,manager,0.028,0.027,33,88,12.439203,12.51624671
owner,master,0.028,0.01,33,72,12.524893,13.81693732
owner,money,0.028,0,33,265,16.771488,17.05169134
owner,possession,0.048,0.02,33,21,13.204109,20.50940618
owner,power,0.021,0,33,342,2.56315,2.612680837
owner,property,0.055,0,33,156,12.647182,15.20081668
owner,proprietor,0.028,0.34,33,11,0,4.77E-09
owner,sale,0.014,0,33,44,17.699742,18.96896114
owner,seller,0.048,0,33,6,5.102405,4.97778656
owner,wealth,0.014,0,33,22,17.333726,18.56783443
ox,animal,0.155,0,5,68,6.570863,6.789464302
ox,blue,0.027,0,5,143,10.849988,21.32199066
ox,bull,0.108,0,5,14,5.353978,5.45991961
ox,cart,0.061,0,5,9,19.533158,20.33116251
ox,cattle,0.014,0,5,97,3.10452,3.175446267
ox,cow,0.115,0,5,29,5.032409,5.211458251
ox,horse,0.014,0,5,117,5.492484,5.634395389
ox,mule,0.041,0.016,5,4,9.963335,9.690330504
ox,tail,0.027,0,5,24,17.099278,20.19373144
ox,work,0.014,0,5,760,15.602815,19.34258901
ox,yolk,0.014,0,5,1,24.63661,24.21908313
oxygen,air,0.455,0.142,43,257,8.362393,5.675146409
oxygen,breath,0.028,0.032,43,53,9.883083,7.114550595
oxygen,element,0.014,0.041,43,52,6.081615,4.549269358
oxygen,gas,0.056,0,43,98,4.408219,3.029644374
oxygen,hydrogen,0.035,0.299,43,39,7.017692,4.28347858
oxygen,life,0.028,0,43,715,16.06942,17.13453329
oxygen,mask,0.07,0,43,9,19.871234,19.48672978
oxygen,nitrogen,0.028,0.146,43,12,8.5753,5.818578872
oxygen,tank,0.091,0,43,12,18.461766,18.17957274
oxygen,water,0.035,0,43,442,7.685391,5.182369379
oyster,bar,0.064,0,6,82,16.991199,22.30613666
oyster,bed,0.013,0,6,127,17.143249,19.74245679
oyster,clam,0.359,0.285,6,3,2.108499,2.233592222
oyster,fish,0.019,0.012,6,35,9.081415,22.09077525
oyster,pearl,0.051,0.13,6,9,8.323207,21.19532418
oyster,sea,0.032,0,6,95,11.18168,19.43628991
oyster,seafood,0.019,0.014,6,3,2.866948,2.822778467
oyster,shell,0.192,0.014,6,22,17.698175,19.78841053
ozone,air,0.054,0,3,257,12.146536,9.351447081
ozone,atmosphere,0.054,0.135,3,79,13.243104,10.36736765
ozone,depletion,0.075,0.059,3,6,22.939463,25.64612331
ozone,earth,0.041,0,3,150,15.886128,20.96747035
ozone,environment,0.02,0.013,3,42,20.111822,19.87234847
ozone,hole,0.041,0,3,58,20.238818,21.67355186
ozone,layer,0.395,0,3,12,19.415214,22.01183205
ozone,oxygen,0.014,0,3,43,12.600648,9.735589419
ozone,protection,0.014,0,3,68,18.547026,22.43226003
ozone,sky,0.054,0,3,58,21.112636,20.86480267
ozone,space,0.027,0,3,184,18.509606,22.26597934
ozone,sun,0.014,0,3,112,21.588014,21.43099022
pack,back,0.176,0,25,967,10.732723,14.41337907
pack,bag,0.061,0,25,42,1.470037,22.06608264
pack,box,0.02,0,25,70,3.199672,9.31446183
pack,clothes,0.02,0,25,89,12.804589,16.96207125
pack,luggage,0.027,0.014,25,10,10.108566,10.21768048
pack,lunch,0.027,0,25,33,18.033289,20.29958811
pack,rat,0.027,0,25,6,1.96752,22.3456675
pack,six,0.041,0,25,220,14.489814,13.3310323
pack,soda,0.014,0,25,3,19.516384,24.04295501
pack,stack,0.027,0,25,9,4.620175,4.701929318
pack,store,0.014,0,25,74,12.11343,12.1670242
pack,stuff,0.034,0.01,25,32,0.811489,20.57977741
pack,suitcase,0.095,0.05,25,25,10.538185,10.63951257
pack,trip,0.047,0,25,81,7.126365,19.43214041
package,bomb,0.014,0,20,36,13.193831,17.38124505
package,box,0.19,0,20,70,0,7.516312563
package,brown,0.021,0,20,176,13.381149,19.74238062
package,christmas,0.028,0,20,27,15.713141,15.07950903
package,envelope,0.014,0,20,21,10.12966,10.19838728
package,gift,0.092,0,20,33,14.978805,17.02298915
package,mail,0.07,0,20,47,9.579186,9.560373782
package,paper,0.014,0,20,157,7.214435,16.49792434
package,parcel,0.028,0.384,20,1,0,4.77E-09
package,present,0.141,0,20,377,8.640055,15.66671693
package,ship,0.014,0,20,83,11.18118,18.60271779
package,store,0.014,0,20,74,11.968021,16.20467122
pad,apartment,0.034,0,8,81,7.462408,13.67741018
pad,cushion,0.047,0.014,8,8,1.861806,2.24830041
pad,house,0.014,0,8,591,5.963705,5.988525505
pad,mattress,0.02,0.066,8,0,2.098019,2.211017899
pad,notebook,0.047,0,8,2,17.365332,22.69438644
pad,paper,0.345,0,8,157,4.585284,4.520234575
pad,pen,0.122,0,8,18,15.241579,18.14222301
pad,pencil,0.095,0,8,34,16.183325,15.66762059
pad,period,0.02,0,8,265,14.001092,20.83801228
pad,seat,0.014,0,8,54,9.748774,16.56095597
padding,bed,0.059,0,3,127,13.32889,12.77676634
padding,bra,0.163,0,3,0,18.043051,17.36173382
padding,carpet,0.039,0,3,13,15.740347,14.828037
padding,cell,0.013,0,3,65,13.133011,12.52704047
padding,cushion,0.157,0,3,8,1.483286,1.838279485
padding,diaper,0.013,0,3,3,17.637306,17.58487737
padding,foam,0.02,0,3,37,18.13697,18.1323084
padding,football,0.026,0,3,36,16.361257,15.83567751
padding,pillow,0.026,0,3,8,2.140067,2.560414202
padding,protection,0.026,0,3,68,11.548144,18.22929394
padding,seat,0.026,0,3,54,13.499649,13.80638576
padding,shirt,0.013,0,3,27,15.679634,15.12102413
padding,shoulder,0.026,0,3,61,14.934958,14.21758154
paddle,ball,0.02,0,1,110,11.382391,15.78672363
